LAMBX,LAMBY,DATE,PRENEI_Q,PRELIQ_Q,T_Q,FF_Q,Q_Q,DLI_Q,SSI_Q,HU_Q,EVAP_Q,ETP_Q,PE_Q,SWI_Q,DRAINC_Q,RUNC_Q,RESR_NEIGE_Q,RESR_NEIGE6_Q,HTEURNEIGE_Q,HTEURNEIGE6_Q,HTEURNEIGEX_Q,SNOW_FRAC_Q,ECOULEMENT_Q,WG_RACINE_Q,WGI_RACINE_Q,TINF_H_Q,TSUP_H_Q,LAMBX (hm),LAMBY (hm)
6280,18250,20200321,0.0,0.0,8.5,2.8,5.578,2629.7,1943.5,76.7,2.0,2.5,-2.0,0.890,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,3.5,12.8,6280,18250
6280,18250,20200322,0.0,0.0,7.9,2.2,5.089,2380.3,1817.4,73.3,1.7,2.1,-1.7,0.877,1.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,1.7,13.0,6280,18250
6280,18250,20200323,0.0,0.0,8.4,1.9,5.947,2638.8,1363.9,81.5,1.1,1.7,-1.1,0.866,1.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,5.9,10.6,6280,18250
6280,18250,20200324,0.0,2.0,5.5,2.3,5.332,2804.8,1172.4,88.9,1.6,1.4,0.4,0.861,1.4,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,4.5,6.4,6280,18250
6280,18250,20200325,7.9,2.8,4.1,1.8,4.135,2494.7,1959.8,77.1,1.9,2.2,8.8,0.854,1.3,0.0,0.4,0.0,0.003,0.000,0.000,0.0,3.1,0.289,0.000,-0.6,8.1,6280,18250
6280,18250,20200326,2.5,4.8,1.5,1.3,4.069,2600.6,863.5,90.4,1.0,0.8,6.3,0.897,1.2,1.9,0.9,4.8,0.006,0.032,0.043,0.1,8.7,0.290,0.000,0.0,3.0,6280,18250
6280,18250,20200327,0.0,0.9,5.5,2.9,4.017,2456.5,1118.3,68.8,1.8,1.8,-0.9,0.896,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,0.4,10.6,6280,18250
6280,18250,20200328,0.0,0.0,8.1,2.8,3.908,2425.9,1272.9,54.6,1.8,2.4,-1.8,0.885,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,-0.2,15.5,6280,18250
6280,18250,20200329,0.0,0.1,8.5,4.3,5.002,2570.6,1538.0,68.0,2.0,2.8,-1.9,0.873,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,5.2,13.3,6280,18250
6280,18250,20200330,0.0,0.2,2.5,2.6,4.261,2599.8,864.5,88.1,0.6,0.8,-0.4,0.866,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,1.4,2.6,6280,18250
6280,18250,20200331,0.0,5.6,6.8,3.1,5.051,2512.8,1687.1,77.5,2.1,2.0,3.5,0.859,1.1,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,0.5,12.1,6280,18250
6280,18250,20200401,0.0,2.2,5.7,3.2,5.296,2905.5,1088.2,87.2,1.5,1.5,0.7,0.866,1.1,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,5.5,5.9,6280,18250
6280,18250,20200402,0.0,0.0,7.6,1.5,5.137,2568.1,1914.6,75.0,2.0,2.6,-2.0,0.860,1.1,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,4.9,11.7,6280,18250
6280,18250,20200403,0.0,0.0,6.4,2.9,3.980,2273.9,2319.2,64.1,2.5,3.1,-2.5,0.848,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,3.0,11.4,6280,18250
